nb_users,latency
1,15.611754179000854
1,31.947417974472046
1,11.52021050453186
1,12.235309600830078
1,31.720309019088745
1,9.99900507926941
1,31.794054746627808
1,10.101667881011963
1,10.523995399475098
1,12.206465721130371
10,27.037001371383667
10,28.2909734249115
10,28.034446716308594
10,25.95376229286194
10,27.56331729888916
10,30.324400424957275
10,26.704710721969604
10,45.74537444114685
10,29.15483546257019
10,27.28599739074707
10,26.319305658340454
10,26.454619884490967
10,29.164028882980347
10,31.12241268157959
10,30.592690229415894
10,27.652945041656494
10,27.563441276550293
10,51.48291540145874
10,31.077120780944824
10,53.190828800201416
10,26.846798181533813
10,58.31440258026123
10,41.414058685302734
10,24.26616144180298
10,61.7320077419281
10,29.404460191726685
10,25.545698404312134
10,425.13779067993164
10,27.399688482284546
10,27.59449863433838
10,52.38861608505249
10,28.269854307174683
10,27.70972752571106
10,29.14851140975952
10,25.960410833358765
10,55.889458656311035
10,27.707834005355835
10,27.244155883789062
10,27.834480047225952
10,28.821118354797363
10,32.02685213088989
10,36.444742918014526
10,25.111724138259888
10,26.499650239944458
10,28.096266508102417
10,26.389058351516724
10,25.930440187454224
10,51.37072134017944
10,27.951437950134277
10,28.091492891311646
10,56.28562068939209
10,57.68693256378174
10,31.983508825302124
10,27.15910792350769
10,31.510452270507812
10,27.895751953125
10,28.8266658782959
10,31.381980419158936
10,31.021769523620605
10,27.659775733947754
10,54.03973078727722
10,28.810102701187134
10,26.93482756614685
10,26.770057439804077
10,25.299306392669678
10,28.073933124542236
10,60.03920769691467
10,24.612537622451782
10,30.540780067443848
10,37.0737190246582
10,27.60442328453064
10,60.07737684249878
10,31.590818643569946
10,60.31279468536377
10,25.647302389144897
10,57.730738162994385
10,28.619436025619507
10,27.601243019104004
10,26.763169050216675
10,29.553117275238037
10,59.80062699317932
10,60.04117012023926
10,59.646326303482056
10,29.609569549560547
10,26.403769969940186
10,27.03179383277893
10,32.121960401535034
10,27.278271913528442
10,28.528428554534912
10,27.17988395690918
10,54.06169033050537
10,28.2843017578125
10,25.450933933258057
10,30.648292541503906
10,26.96066188812256
10,52.01234197616577
10,28.7126886844635
10,31.059024333953857
10,26.6276216506958
10,26.605104446411133
25,47.35178089141846
25,40.34223794937134
25,70.26253509521484
25,75.18155527114868
25,102.781574010849
25,53.11846852302551
25,38.95630693435669
25,74.90955686569214
25,71.31199359893799
25,40.18698239326477
25,53.2784698009491
25,116.58136439323425
25,101.63462686538696
25,98.51813459396362
25,36.510498046875
25,35.26268458366394
25,44.764074087142944
25,70.8759560585022
25,70.79434776306152
25,47.289072036743164
25,101.17180824279785
25,80.24202489852905
25,52.02600836753845
25,63.33487844467163
25,74.33180356025696
25,42.982969522476196
25,50.04565691947937
25,89.19454741477966
25,72.52851963043213
25,122.5479085445404
25,52.57052421569824
25,34.6319522857666
25,44.991209745407104
25,37.9250750541687
25,119.89261031150818
25,45.279592752456665
25,40.3168408870697
25,36.082350969314575
25,117.97626852989197
25,69.02294039726257
25,40.162769079208374
25,53.34576463699341
25,112.19704914093018
25,90.75778698921204
25,71.53593802452087
25,52.200660943984985
25,52.17280340194702
25,57.41418814659119
25,61.51707124710083
25,79.86499238014221
25,45.160274505615234
25,41.7606782913208
25,71.12166619300842
25,70.30215787887573
25,52.89588022232056
25,50.365153789520264
25,86.05489587783813
25,68.09635019302368
25,54.22603893280029
25,39.01926636695862
25,37.751914978027344
25,47.557236194610596
25,36.185911893844604
25,75.9998230934143
25,82.46038770675659
25,72.37924003601074
25,68.08121132850647
25,52.611955404281616
25,52.23272371292114
25,52.40587258338928
25,48.85923433303833
25,75.90026879310608
25,41.743226528167725
25,70.1670868396759
25,73.64235782623291
25,73.289133310318
25,45.80655312538147
25,37.43234133720398
25,41.93957853317261
25,41.85323452949524
25,52.625
25,151.9780740737915
25,53.68829393386841
25,41.78903651237488
25,72.13600897789001
25,138.23034954071045
25,121.1696605682373
25,39.63121247291565
25,158.01201105117798
25,70.97078847885132
25,70.27238368988037
25,34.951194524765015
25,70.45223879814148
25,47.42613673210144
25,130.595609664917
25,53.44746494293213
25,71.06041431427002
25,131.98501324653625
25,49.03394675254822
25,152.75109601020813
25,36.651838064193726
25,51.09308981895447
25,34.80891180038452
25,41.525399923324585
25,46.02883434295654
25,43.02498769760132
25,70.50730967521667
25,92.0871148109436
25,130.69246006011963
25,104.51581740379333
25,76.45825529098511
25,38.21656656265259
25,50.45272469520569
25,39.768752098083496
25,45.35561680793762
25,68.70059323310852
25,128.1023313999176
25,119.24748110771179
25,73.60474896430969
25,42.863911151885986
25,50.11907505989075
25,104.29462671279907
25,66.68354392051697
25,68.72092795372009
25,55.28199887275696
25,42.02422523498535
25,67.16475510597229
25,50.6872878074646
25,54.68741822242737
25,107.28263902664185
25,54.107086420059204
25,66.16358995437622
25,49.23818564414978
25,51.3928587436676
25,39.10776710510254
25,47.585920333862305
25,53.583096742630005
25,43.111785650253296
25,40.088072299957275
25,66.57867360115051
25,98.45532751083374
25,68.52154850959778
25,35.23152303695679
25,34.7322735786438
25,71.9780662059784
25,66.2185447216034
25,41.079578161239624
25,45.36497187614441
25,68.57520771026611
25,72.4297251701355
25,73.38270258903503
25,37.902769327163696
25,75.15077805519104
25,52.39597296714783
25,39.86539006233215
25,177.1424126625061
25,70.50372743606567
25,57.844385862350464
25,42.95805811882019
25,41.36500835418701
25,35.06703543663025
25,71.14663076400757
25,45.16250419616699
25,48.48981213569641
25,132.2054259777069
25,48.27253174781799
25,116.14694571495056
25,42.71110701560974
25,72.75831604003906
25,69.78986978530884
25,71.32131147384644
25,79.00762987136841
25,108.9279236793518
25,53.268556356430054
25,72.91037821769714
25,67.84792113304138
25,45.430659770965576
25,70.92364072799683
25,48.32521867752075
25,102.62101745605469
25,141.62717175483704
25,40.22743463516235
25,69.81637001037598
25,57.19502663612366
25,119.3068118095398
25,50.77017116546631
25,114.5726580619812
25,36.08925938606262
25,51.92338728904724
25,55.52349591255188
25,41.24880266189575
25,40.41391372680664
25,139.86455607414246
25,70.74330019950867
25,74.94597744941711
25,52.263694763183594
25,71.35664176940918
25,70.34880995750427
25,37.9990508556366
25,58.2410831451416
25,133.16890263557434
25,40.128034591674805
25,45.95204305648804
25,55.97485113143921
25,74.06878423690796
25,55.27805161476135
25,63.25298500061035
25,35.294487953186035
25,74.46156191825867
25,48.612470865249634
25,95.40055060386658
25,42.0997154712677
25,38.416696548461914
25,43.74002718925476
25,87.30675649642944
25,95.8702118396759
25,37.68569564819336
25,72.84625244140625
25,172.13937544822693
25,128.50335597991943
25,76.92367172241211
25,123.20087718963623
25,53.25938272476196
25,150.47628092765808
25,129.07129049301147
25,50.308205366134644
25,53.04478669166565
25,56.160308599472046
25,74.7461805343628
25,74.02602863311768
25,115.83367013931274
25,126.2905056476593
25,40.85909175872803
25,35.835559368133545
25,128.11811900138855
25,67.76928448677063
25,46.34925055503845
25,147.1767234802246
25,35.66269779205322
25,43.332828760147095
25,74.96813225746155
25,45.343000411987305
25,58.69774150848389
25,556.7197599411011
25,50.826828956604004
25,73.3193724155426
25,38.55826210975647
25,153.92757868766785
25,53.84673619270325
25,81.3121485710144
50,42.30765676498413
50,130.7413947582245
50,81.20471501350403
50,36.969680070877075
50,193.0114562511444
50,53.515979051589966
50,185.7931318283081
50,206.80713486671448
50,57.22369456291199
50,52.51528072357178
50,39.69946217536926
50,104.77277636528015
50,93.03720259666443
50,60.41601204872131
50,196.1246256828308
50,43.46339964866638
50,45.138885259628296
50,51.04859185218811
50,36.785377979278564
50,83.19215965270996
50,100.39534950256348
50,130.34162521362305
50,122.01531457901001
50,204.75466346740723
50,82.73866605758667
50,82.43395328521729
50,96.66179490089417
50,48.35866641998291
50,127.83955454826355
50,117.1589777469635
50,189.53036189079285
50,60.388911962509155
50,78.38005781173706
50,52.071269035339355
50,129.76035332679749
50,115.67432832717896
50,127.66641926765442
50,46.410171031951904
50,89.75927448272705
50,153.09334135055542
50,125.75485610961914
50,122.76601338386536
50,74.74482989311218
50,94.25421166419983
