model,nb_users,agent_id,run_id,percent
qwen3:14b,100,30,4,0
ministral-3:14b,75,9,5,0
qwen3:14b,100,82,9,100
ministral-3:14b,100,35,2,100
gemma3:12b,75,24,7,0
gemma3:12b,75,53,4,100
qwen3:14b,25,6,7,100
qwen3:14b,50,40,8,0
qwen3:14b,75,8,7,100
gemma3:12b,50,6,3,0
ministral-3:14b,50,42,5,0
qwen3:14b,100,78,9,0
gemma3:12b,75,13,1,0
gemma3:12b,100,95,4,0
ministral-3:14b,100,4,2,0
qwen3:14b,75,27,7,0
qwen3:14b,50,43,0,100
qwen3:14b,75,16,2,0
gemma3:12b,100,63,4,0
ministral-3:14b,75,68,0,0
ministral-3:14b,25,14,3,0
qwen3:14b,75,74,0,100
gemma3:12b,100,50,4,0
gemma3:12b,75,40,0,0
qwen3:14b,75,53,8,0
qwen3:14b,100,51,1,0
ministral-3:14b,100,41,9,0
qwen3:14b,100,38,5,0
ministral-3:14b,25,12,0,100
ministral-3:14b,25,4,8,0
qwen3:14b,75,73,1,0
ministral-3:14b,75,7,2,0
ministral-3:14b,100,2,0,0
qwen3:14b,100,56,3,0
ministral-3:14b,100,72,3,0
ministral-3:14b,75,19,1,0
gemma3:12b,100,73,6,0
gemma3:12b,75,28,8,0
qwen3:14b,50,8,3,100
gemma3:12b,50,16,8,0
qwen3:14b,100,35,2,0
gemma3:12b,75,18,9,0
ministral-3:14b,50,46,9,0
qwen3:14b,50,21,6,100
qwen3:14b,100,16,3,0
qwen3:14b,75,49,0,0
ministral-3:14b,100,53,3,0
qwen3:14b,25,19,4,100
qwen3:14b,100,8,8,100
ministral-3:14b,75,12,9,0
ministral-3:14b,75,31,9,100
ministral-3:14b,100,44,3,0
qwen3:14b,75,13,5,100
ministral-3:14b,50,12,7,100
gemma3:12b,10,8,6,0
gemma3:12b,100,58,5,0
ministral-3:14b,50,31,3,0
qwen3:14b,100,71,6,100
qwen3:14b,100,14,9,0
qwen3:14b,75,67,6,0
gemma3:12b,50,10,8,0
gemma3:12b,50,12,7,0
qwen3:14b,75,44,1,0
gemma3:12b,100,70,1,0
ministral-3:14b,100,48,8,0
gemma3:12b,75,69,5,0
ministral-3:14b,50,11,2,0
gemma3:12b,100,25,0,100
gemma3:12b,50,33,6,0
qwen3:14b,50,35,2,0
qwen3:14b,100,85,8,0
ministral-3:14b,10,7,8,0
qwen3:14b,75,3,4,0
gemma3:12b,50,4,2,0
ministral-3:14b,25,12,5,0
qwen3:14b,75,0,1,100
ministral-3:14b,100,94,6,0
ministral-3:14b,100,94,5,0
gemma3:12b,100,3,2,0
gemma3:12b,25,5,7,0
ministral-3:14b,25,17,7,100
ministral-3:14b,75,52,4,0
gemma3:12b,75,31,4,100
gemma3:12b,10,4,9,0
qwen3:14b,50,29,5,100
qwen3:14b,100,80,5,0
qwen3:14b,50,42,7,100
gemma3:12b,75,28,1,0
gemma3:12b,100,10,1,100
qwen3:14b,100,58,5,0
gemma3:12b,50,40,5,0
ministral-3:14b,100,67,3,0
gemma3:12b,50,34,6,0
qwen3:14b,50,31,0,0
gemma3:12b,75,42,1,0
gemma3:12b,75,45,3,0
qwen3:14b,100,77,2,100
ministral-3:14b,50,31,6,0
gemma3:12b,50,20,1,0
ministral-3:14b,100,94,7,100
qwen3:14b,100,75,4,100
ministral-3:14b,100,14,6,100
qwen3:14b,100,61,3,0
ministral-3:14b,75,46,7,0
gemma3:12b,75,53,0,0
gemma3:12b,10,1,1,0
ministral-3:14b,75,62,9,0
qwen3:14b,75,15,0,0
ministral-3:14b,25,20,3,0
qwen3:14b,25,4,0,100
gemma3:12b,100,60,3,0
ministral-3:14b,50,7,9,0
qwen3:14b,75,1,1,100
qwen3:14b,100,89,4,100
qwen3:14b,75,28,0,0
ministral-3:14b,100,54,2,0
qwen3:14b,100,48,7,0
gemma3:12b,100,74,3,0
gemma3:12b,100,43,0,100
qwen3:14b,100,65,4,100
qwen3:14b,100,71,8,100
ministral-3:14b,100,82,9,0
ministral-3:14b,50,6,7,0
gemma3:12b,10,2,1,100
qwen3:14b,100,29,1,0
ministral-3:14b,75,38,7,0
qwen3:14b,75,61,1,100
qwen3:14b,50,48,2,0
gemma3:12b,100,41,8,0
ministral-3:14b,50,17,1,0
qwen3:14b,100,35,8,100
ministral-3:14b,75,40,6,0
gemma3:12b,50,33,8,100
qwen3:14b,75,35,8,0
ministral-3:14b,10,2,3,0
gemma3:12b,75,17,0,0
gemma3:12b,100,90,4,0
qwen3:14b,50,41,4,0
qwen3:14b,100,26,9,0
qwen3:14b,25,0,3,100
qwen3:14b,100,60,6,100
qwen3:14b,75,4,7,0
ministral-3:14b,100,58,9,0
qwen3:14b,100,67,4,100
ministral-3:14b,75,13,7,0
ministral-3:14b,25,15,0,0
qwen3:14b,100,37,9,100
gemma3:12b,50,34,9,100
qwen3:14b,100,12,9,0
qwen3:14b,75,61,9,0
gemma3:12b,100,51,3,0
qwen3:14b,75,19,4,0
ministral-3:14b,100,39,1,0
gemma3:12b,100,82,1,0
gemma3:12b,75,69,8,0
qwen3:14b,100,38,0,100
ministral-3:14b,50,36,7,0
ministral-3:14b,100,45,1,0
qwen3:14b,50,26,7,100
gemma3:12b,100,55,4,0
gemma3:12b,100,23,4,100
qwen3:14b,50,15,5,100
gemma3:12b,50,37,5,0
qwen3:14b,10,9,5,0
qwen3:14b,100,26,3,0
gemma3:12b,100,34,7,0
ministral-3:14b,75,34,5,100
qwen3:14b,75,15,5,0
gemma3:12b,50,3,2,0
ministral-3:14b,25,16,0,0
ministral-3:14b,75,67,8,0
qwen3:14b,50,36,7,100
qwen3:14b,100,46,0,0
qwen3:14b,75,22,6,100
qwen3:14b,75,12,1,100
qwen3:14b,75,15,9,0
ministral-3:14b,50,1,8,0
ministral-3:14b,25,6,9,100
ministral-3:14b,100,92,7,0
qwen3:14b,100,31,3,0
ministral-3:14b,75,62,3,0
ministral-3:14b,100,94,9,0
ministral-3:14b,50,21,0,0
qwen3:14b,100,72,0,100
qwen3:14b,75,40,0,0
ministral-3:14b,50,25,9,0
qwen3:14b,100,67,7,100
qwen3:14b,100,58,9,100
qwen3:14b,50,19,6,0
qwen3:14b,100,64,9,0
qwen3:14b,100,78,8,0
ministral-3:14b,75,36,0,0
qwen3:14b,75,16,3,100
ministral-3:14b,50,46,3,100
ministral-3:14b,50,47,7,0
ministral-3:14b,75,40,1,0
qwen3:14b,50,7,6,0
gemma3:12b,50,29,4,0
gemma3:12b,100,9,4,0
qwen3:14b,50,29,1,0
gemma3:12b,50,22,8,100
gemma3:12b,100,17,9,0
gemma3:12b,100,22,4,0
qwen3:14b,75,16,4,100
ministral-3:14b,75,62,5,0
gemma3:12b,100,83,5,0
ministral-3:14b,100,83,8,100
gemma3:12b,100,36,9,100
ministral-3:14b,25,18,0,0
gemma3:12b,75,8,4,0
qwen3:14b,50,13,0,100
ministral-3:14b,100,42,0,0
qwen3:14b,25,20,2,100
ministral-3:14b,75,41,2,0
ministral-3:14b,100,51,6,0
qwen3:14b,75,64,3,100
qwen3:14b,75,73,0,100
qwen3:14b,75,23,8,0
qwen3:14b,50,31,5,100
ministral-3:14b,100,25,2,100
ministral-3:14b,50,34,5,100
qwen3:14b,100,22,8,100
ministral-3:14b,100,84,7,0
qwen3:14b,25,24,0,100
ministral-3:14b,75,24,7,0
gemma3:12b,100,8,0,100
ministral-3:14b,75,1,8,0
qwen3:14b,100,88,1,0
ministral-3:14b,100,10,2,0
qwen3:14b,50,28,1,0
gemma3:12b,100,22,8,0
qwen3:14b,75,26,3,100
qwen3:14b,50,40,2,0
gemma3:12b,50,35,1,0
ministral-3:14b,75,71,1,100
gemma3:12b,100,54,7,0
qwen3:14b,75,26,9,0
gemma3:12b,10,1,7,0
gemma3:12b,100,49,4,0
qwen3:14b,100,15,9,0
qwen3:14b,75,4,5,0
ministral-3:14b,50,3,3,0
gemma3:12b,100,11,7,0
ministral-3:14b,75,49,4,100
qwen3:14b,75,10,2,0
qwen3:14b,50,24,8,0
qwen3:14b,100,44,4,0
ministral-3:14b,50,18,3,0
gemma3:12b,50,6,9,100
qwen3:14b,75,53,6,100
ministral-3:14b,50,1,2,0
ministral-3:14b,100,42,5,0
gemma3:12b,25,11,2,100
qwen3:14b,50,38,9,100
gemma3:12b,100,70,9,0
gemma3:12b,75,6,5,0
gemma3:12b,100,50,2,100
gemma3:12b,100,8,5,100
ministral-3:14b,75,20,4,0
gemma3:12b,100,59,1,100
ministral-3:14b,100,86,4,0
qwen3:14b,75,56,1,100
ministral-3:14b,100,90,2,0
qwen3:14b,100,18,6,100
gemma3:12b,100,79,5,0
ministral-3:14b,50,46,0,0
qwen3:14b,100,43,9,0
qwen3:14b,50,12,5,0
qwen3:14b,100,63,8,100
qwen3:14b,50,38,0,0
qwen3:14b,75,13,0,0
gemma3:12b,25,4,3,100
qwen3:14b,75,70,8,100
qwen3:14b,75,33,5,0
qwen3:14b,75,66,7,100
gemma3:12b,100,57,2,0
qwen3:14b,50,42,2,0
ministral-3:14b,100,68,1,0
ministral-3:14b,100,76,2,0
ministral-3:14b,100,81,5,0
qwen3:14b,10,1,5,0
ministral-3:14b,75,37,9,0
gemma3:12b,100,79,1,100
qwen3:14b,10,5,2,0
gemma3:12b,100,64,5,100
qwen3:14b,100,26,0,0
gemma3:12b,50,3,0,100
ministral-3:14b,75,18,6,0
ministral-3:14b,100,1,1,0
qwen3:14b,25,19,3,100
qwen3:14b,10,7,4,0
gemma3:12b,100,14,5,100
gemma3:12b,100,13,0,100
ministral-3:14b,50,3,0,0
ministral-3:14b,25,21,1,0
gemma3:12b,75,9,4,100
gemma3:12b,75,56,7,0
qwen3:14b,75,28,8,100
gemma3:12b,100,84,3,0
ministral-3:14b,75,43,3,0
ministral-3:14b,75,55,9,0
gemma3:12b,25,13,5,100
ministral-3:14b,50,9,6,0
ministral-3:14b,100,31,5,0
gemma3:12b,100,88,7,0
gemma3:12b,100,93,9,100
qwen3:14b,10,7,0,0
qwen3:14b,50,26,5,100
gemma3:12b,25,13,0,0
gemma3:12b,75,72,2,0
gemma3:12b,10,8,0,0
gemma3:12b,100,14,9,100
ministral-3:14b,50,29,9,0
ministral-3:14b,75,12,8,0
qwen3:14b,50,24,6,0
gemma3:12b,100,46,7,100
gemma3:12b,75,68,3,0
ministral-3:14b,75,66,1,0
ministral-3:14b,100,56,1,0
ministral-3:14b,50,43,1,0
gemma3:12b,50,25,8,100
qwen3:14b,75,2,8,0
gemma3:12b,75,48,0,0
gemma3:12b,75,3,5,100
gemma3:12b,100,79,2,0
qwen3:14b,75,70,9,100
qwen3:14b,100,66,1,0
gemma3:12b,50,46,3,0
ministral-3:14b,1,0,4,100
gemma3:12b,100,66,3,0
ministral-3:14b,75,36,3,100
gemma3:12b,75,1,5,100
qwen3:14b,100,63,9,0
ministral-3:14b,100,52,0,0
qwen3:14b,25,6,3,100
gemma3:12b,50,34,7,0
qwen3:14b,50,40,5,0
qwen3:14b,100,6,6,0
gemma3:12b,25,17,1,0
ministral-3:14b,100,36,1,100
qwen3:14b,50,1,7,100
ministral-3:14b,50,27,2,100
ministral-3:14b,50,7,7,0
qwen3:14b,75,17,6,100
gemma3:12b,100,80,6,0
gemma3:12b,50,18,4,0
qwen3:14b,50,2,7,100
gemma3:12b,75,32,8,100
ministral-3:14b,100,1,2,0
qwen3:14b,75,65,2,100
gemma3:12b,75,24,0,0
ministral-3:14b,50,7,2,0
ministral-3:14b,100,12,6,0
gemma3:12b,100,54,0,100
qwen3:14b,75,25,9,100
qwen3:14b,100,14,5,100
ministral-3:14b,75,23,3,0
ministral-3:14b,100,22,1,0
gemma3:12b,100,20,5,100
gemma3:12b,25,15,7,0
ministral-3:14b,10,4,4,0
gemma3:12b,100,67,8,0
qwen3:14b,25,7,0,100
qwen3:14b,100,17,2,100
ministral-3:14b,75,65,7,0
gemma3:12b,75,45,8,0
gemma3:12b,50,8,0,100
ministral-3:14b,50,2,4,0
ministral-3:14b,50,3,9,0
gemma3:12b,75,13,0,0
ministral-3:14b,100,49,0,100
gemma3:12b,50,45,2,0
qwen3:14b,100,39,6,100
ministral-3:14b,50,26,6,0
qwen3:14b,50,26,2,100
qwen3:14b,100,4,4,0
qwen3:14b,100,25,8,100
ministral-3:14b,100,16,8,0
qwen3:14b,100,24,1,0
qwen3:14b,100,50,1,100
gemma3:12b,50,20,4,0
ministral-3:14b,75,39,7,0
gemma3:12b,50,39,4,0
qwen3:14b,75,37,9,0
gemma3:12b,50,18,2,0
qwen3:14b,50,21,3,0
qwen3:14b,100,24,6,100
gemma3:12b,25,8,4,100
gemma3:12b,75,37,8,0
qwen3:14b,100,47,9,100
qwen3:14b,75,66,6,0
ministral-3:14b,50,38,9,0
ministral-3:14b,100,26,7,0
ministral-3:14b,100,57,7,0
gemma3:12b,75,18,3,0
ministral-3:14b,10,9,0,0
qwen3:14b,1,0,1,0
ministral-3:14b,75,29,8,0
ministral-3:14b,25,21,2,0
ministral-3:14b,75,56,8,0
qwen3:14b,75,49,3,100
gemma3:12b,100,82,3,100
ministral-3:14b,100,51,5,0
ministral-3:14b,75,20,8,100
ministral-3:14b,100,44,8,0
ministral-3:14b,100,4,7,0
ministral-3:14b,50,44,1,0
qwen3:14b,50,22,7,100
qwen3:14b,50,9,2,0
qwen3:14b,50,21,0,100
gemma3:12b,50,13,9,100
gemma3:12b,100,27,8,0
ministral-3:14b,100,72,7,0
qwen3:14b,25,7,2,100
qwen3:14b,100,22,0,0
ministral-3:14b,100,88,2,0
gemma3:12b,75,31,1,0
qwen3:14b,50,29,6,0
gemma3:12b,10,0,6,100
qwen3:14b,25,15,2,100
gemma3:12b,50,14,1,0
gemma3:12b,50,13,7,100
qwen3:14b,100,34,1,100
qwen3:14b,100,3,5,0
ministral-3:14b,100,27,8,0
ministral-3:14b,75,56,7,0
qwen3:14b,75,67,1,0
qwen3:14b,75,5,1,100
ministral-3:14b,25,24,9,0
qwen3:14b,100,1,1,100
qwen3:14b,50,26,6,100
ministral-3:14b,100,58,2,0
ministral-3:14b,100,52,6,0
qwen3:14b,10,7,2,0
qwen3:14b,10,4,5,0
ministral-3:14b,100,50,9,0
ministral-3:14b,75,49,0,0
qwen3:14b,75,65,6,100
gemma3:12b,50,34,4,0
ministral-3:14b,25,3,7,0
qwen3:14b,75,57,9,0
ministral-3:14b,75,73,5,0
gemma3:12b,75,8,1,100
gemma3:12b,100,25,5,100
gemma3:12b,50,44,8,0
gemma3:12b,75,33,2,0
gemma3:12b,50,41,1,0
gemma3:12b,75,18,5,0
qwen3:14b,75,0,9,0
gemma3:12b,75,35,2,0
gemma3:12b,50,47,9,0
qwen3:14b,50,7,4,100
ministral-3:14b,100,55,1,100
gemma3:12b,75,61,1,0
ministral-3:14b,100,67,8,0
qwen3:14b,50,24,3,100
qwen3:14b,75,45,4,100
gemma3:12b,75,47,3,0
ministral-3:14b,75,61,7,0
qwen3:14b,100,28,1,100
gemma3:12b,50,33,1,0
ministral-3:14b,100,75,3,100
gemma3:12b,100,0,4,0
ministral-3:14b,100,47,6,0
ministral-3:14b,75,44,5,0
qwen3:14b,10,3,9,0
gemma3:12b,100,47,7,0
gemma3:12b,25,19,6,100
gemma3:12b,75,8,7,0
ministral-3:14b,75,22,0,100
ministral-3:14b,10,7,0,100
qwen3:14b,75,62,8,100
gemma3:12b,100,50,9,0
gemma3:12b,100,47,4,0
ministral-3:14b,75,41,1,0
gemma3:12b,75,11,4,0
ministral-3:14b,75,73,1,0
qwen3:14b,100,98,3,0
ministral-3:14b,75,56,1,0
ministral-3:14b,100,86,1,0
qwen3:14b,10,8,2,0
qwen3:14b,100,96,4,100
ministral-3:14b,75,59,5,0
ministral-3:14b,100,44,9,100
ministral-3:14b,100,30,6,0
qwen3:14b,100,52,0,100
qwen3:14b,100,91,5,100
gemma3:12b,25,23,7,0
qwen3:14b,100,9,8,100
gemma3:12b,75,42,6,0
gemma3:12b,75,51,1,100
gemma3:12b,100,52,4,0
ministral-3:14b,75,46,5,0
gemma3:12b,50,38,8,0
gemma3:12b,75,10,7,0
qwen3:14b,100,30,9,0
gemma3:12b,75,1,3,0
qwen3:14b,50,34,8,100
ministral-3:14b,50,38,5,0
qwen3:14b,10,8,0,100
qwen3:14b,50,9,6,0
gemma3:12b,75,29,6,0
qwen3:14b,100,65,6,0
qwen3:14b,25,22,9,100
gemma3:12b,10,5,0,0
ministral-3:14b,75,39,6,0
ministral-3:14b,75,8,8,0
ministral-3:14b,100,59,9,0
ministral-3:14b,10,7,3,0
ministral-3:14b,75,40,8,0
qwen3:14b,100,36,5,100
gemma3:12b,75,31,7,0
qwen3:14b,50,43,7,100
ministral-3:14b,75,61,3,0
gemma3:12b,75,6,4,0
gemma3:12b,100,92,1,0
qwen3:14b,100,22,7,0
qwen3:14b,100,21,7,0
gemma3:12b,25,8,9,100
gemma3:12b,100,92,8,0
gemma3:12b,50,48,4,0
ministral-3:14b,100,5,6,100
qwen3:14b,75,44,3,100
qwen3:14b,100,86,2,100
gemma3:12b,25,0,0,0
ministral-3:14b,75,6,9,0
qwen3:14b,10,1,6,0
ministral-3:14b,100,15,3,0
gemma3:12b,100,44,1,100
gemma3:12b,100,4,5,100
ministral-3:14b,50,24,3,0
ministral-3:14b,75,0,9,100
qwen3:14b,75,48,6,100
gemma3:12b,100,71,4,0
qwen3:14b,25,18,2,100
qwen3:14b,75,20,2,0
ministral-3:14b,100,55,2,0
gemma3:12b,75,4,4,0
qwen3:14b,75,10,7,0
ministral-3:14b,75,8,7,0
ministral-3:14b,50,32,0,0
gemma3:12b,75,23,6,0
gemma3:12b,50,24,0,100
gemma3:12b,25,6,0,0
gemma3:12b,100,21,4,0
gemma3:12b,100,5,4,0
ministral-3:14b,50,14,9,0
gemma3:12b,50,35,8,0
ministral-3:14b,100,88,7,0
gemma3:12b,75,48,8,0
gemma3:12b,50,42,0,0
qwen3:14b,75,6,2,0
ministral-3:14b,100,73,2,0
qwen3:14b,25,24,8,100
gemma3:12b,100,58,9,0
ministral-3:14b,25,13,0,100
ministral-3:14b,75,70,9,0
qwen3:14b,100,16,2,0
qwen3:14b,50,17,1,100
gemma3:12b,100,83,6,0
qwen3:14b,50,36,5,0
gemma3:12b,75,29,5,0
ministral-3:14b,75,52,2,0
qwen3:14b,75,60,5,100
gemma3:12b,75,51,5,0
qwen3:14b,10,0,5,0
qwen3:14b,50,16,6,0
ministral-3:14b,25,21,0,0
ministral-3:14b,100,69,4,0
gemma3:12b,75,67,7,0
gemma3:12b,50,12,3,0
gemma3:12b,75,22,3,0
gemma3:12b,75,5,8,100
ministral-3:14b,100,1,8,0
qwen3:14b,75,32,3,100
ministral-3:14b,100,92,5,0
ministral-3:14b,50,33,9,100
ministral-3:14b,75,46,3,100
qwen3:14b,100,36,6,0
ministral-3:14b,75,69,0,0
ministral-3:14b,75,72,2,0
ministral-3:14b,75,31,3,0
qwen3:14b,75,19,8,100
qwen3:14b,75,36,6,100
ministral-3:14b,100,71,5,100
ministral-3:14b,50,26,1,0
qwen3:14b,100,47,7,0
gemma3:12b,100,78,1,0
gemma3:12b,50,15,8,0
qwen3:14b,50,0,1,100
qwen3:14b,25,8,0,100
qwen3:14b,100,70,9,0
ministral-3:14b,100,53,7,100
ministral-3:14b,100,57,4,0
ministral-3:14b,75,19,3,0
qwen3:14b,100,49,5,0
ministral-3:14b,75,56,2,0
qwen3:14b,50,20,9,0
gemma3:12b,75,70,5,0
qwen3:14b,100,89,8,0
gemma3:12b,75,71,1,0
gemma3:12b,100,98,0,100
qwen3:14b,25,20,3,100
qwen3:14b,100,18,8,100
ministral-3:14b,50,19,8,0
ministral-3:14b,100,48,7,0
gemma3:12b,50,17,7,100
gemma3:12b,50,34,0,100
gemma3:12b,50,10,2,0
gemma3:12b,50,29,7,0
qwen3:14b,100,57,2,100
ministral-3:14b,75,28,7,0
qwen3:14b,100,30,0,0
qwen3:14b,100,9,5,0
ministral-3:14b,50,25,1,100
ministral-3:14b,75,24,2,0
gemma3:12b,100,79,6,0
ministral-3:14b,75,57,6,100
ministral-3:14b,75,34,6,0
ministral-3:14b,25,17,0,0
gemma3:12b,100,7,9,0
gemma3:12b,75,4,8,0
qwen3:14b,50,33,5,100
gemma3:12b,50,38,9,100
ministral-3:14b,10,8,5,0
gemma3:12b,100,24,3,0
qwen3:14b,100,60,8,100
qwen3:14b,100,98,5,0
gemma3:12b,75,50,5,0
gemma3:12b,25,19,2,100
ministral-3:14b,50,17,7,0
ministral-3:14b,100,38,4,0
ministral-3:14b,75,0,3,100
gemma3:12b,25,13,3,100
gemma3:12b,75,67,1,0
gemma3:12b,100,14,4,0
qwen3:14b,100,41,2,100
ministral-3:14b,75,30,7,0
gemma3:12b,25,18,5,100
ministral-3:14b,100,61,7,0
qwen3:14b,50,6,2,0
ministral-3:14b,25,21,5,0
qwen3:14b,50,15,3,100
qwen3:14b,75,11,7,0
gemma3:12b,50,28,6,0
ministral-3:14b,100,63,9,0
gemma3:12b,100,4,4,0
ministral-3:14b,25,2,2,0
qwen3:14b,75,29,7,0
gemma3:12b,75,52,6,0
ministral-3:14b,100,59,6,0
qwen3:14b,75,66,8,100
qwen3:14b,100,71,4,0
qwen3:14b,100,40,6,100
qwen3:14b,25,5,3,100
gemma3:12b,100,66,8,100
ministral-3:14b,75,22,3,0
gemma3:12b,100,77,0,100
qwen3:14b,75,39,6,0
qwen3:14b,75,19,9,100
gemma3:12b,50,18,6,0
qwen3:14b,75,30,9,100
qwen3:14b,100,70,5,0
qwen3:14b,100,33,0,100
qwen3:14b,100,71,3,0
qwen3:14b,25,16,3,100
ministral-3:14b,50,18,4,0
gemma3:12b,1,0,7,0
qwen3:14b,100,66,4,100
gemma3:12b,100,64,9,0
gemma3:12b,100,7,2,0
qwen3:14b,100,35,7,0
gemma3:12b,100,82,2,100
gemma3:12b,75,17,1,0
ministral-3:14b,100,31,4,0
ministral-3:14b,100,65,2,0
qwen3:14b,100,0,6,0
qwen3:14b,75,53,3,100
gemma3:12b,50,25,1,0
ministral-3:14b,25,15,3,0
qwen3:14b,50,40,9,0
qwen3:14b,75,26,6,0
ministral-3:14b,75,28,6,0
ministral-3:14b,50,12,1,0
ministral-3:14b,25,13,4,0
ministral-3:14b,75,36,6,0
gemma3:12b,75,51,7,0
gemma3:12b,75,70,6,0
gemma3:12b,100,39,2,0
qwen3:14b,75,51,7,0
gemma3:12b,10,6,8,100
gemma3:12b,50,10,6,0
qwen3:14b,25,5,4,100
qwen3:14b,100,78,2,100
ministral-3:14b,75,59,0,0
ministral-3:14b,75,29,7,0
ministral-3:14b,100,13,9,0
ministral-3:14b,100,32,2,100
ministral-3:14b,25,3,3,0
qwen3:14b,10,0,2,0
gemma3:12b,75,40,1,0
qwen3:14b,100,60,0,100
qwen3:14b,75,52,7,100
qwen3:14b,100,97,7,0
qwen3:14b,50,9,3,0
qwen3:14b,100,69,1,0
ministral-3:14b,75,10,0,0
ministral-3:14b,100,99,1,0
gemma3:12b,100,76,3,0
qwen3:14b,50,34,9,100
qwen3:14b,100,89,7,0
qwen3:14b,100,61,1,100
qwen3:14b,75,3,5,0
qwen3:14b,100,42,0,0
ministral-3:14b,75,18,7,100
ministral-3:14b,50,16,1,0
gemma3:12b,10,6,6,0
ministral-3:14b,25,2,4,0
qwen3:14b,100,7,3,100
ministral-3:14b,75,72,7,0
gemma3:12b,50,31,5,100
gemma3:12b,25,11,0,0
qwen3:14b,50,36,6,0
ministral-3:14b,50,17,4,0
ministral-3:14b,75,61,9,0
gemma3:12b,50,32,5,0
gemma3:12b,100,37,4,0
qwen3:14b,100,20,5,0
ministral-3:14b,75,45,7,0
qwen3:14b,25,6,6,0
gemma3:12b,100,8,4,0
ministral-3:14b,75,44,4,0
qwen3:14b,100,38,7,0
gemma3:12b,75,50,6,0
gemma3:12b,50,31,6,0
ministral-3:14b,100,37,7,0
gemma3:12b,100,51,1,0
qwen3:14b,75,34,4,100
ministral-3:14b,75,33,8,0
ministral-3:14b,100,72,9,0
ministral-3:14b,75,70,7,100
ministral-3:14b,25,15,1,0
qwen3:14b,100,39,9,0
ministral-3:14b,75,18,2,0
qwen3:14b,75,13,2,0
gemma3:12b,50,27,3,0
ministral-3:14b,100,45,0,0
qwen3:14b,50,5,3,100
gemma3:12b,100,48,4,0
qwen3:14b,75,74,1,0
qwen3:14b,75,12,5,100
ministral-3:14b,50,8,3,100
ministral-3:14b,75,47,8,0
gemma3:12b,25,0,6,100
ministral-3:14b,100,48,2,0
gemma3:12b,100,38,4,0
qwen3:14b,25,21,4,100
gemma3:12b,75,17,4,0
gemma3:12b,75,54,0,0
ministral-3:14b,50,34,9,0
ministral-3:14b,100,96,5,0
gemma3:12b,75,5,5,100
ministral-3:14b,100,97,7,0
ministral-3:14b,75,62,0,0
qwen3:14b,25,12,3,100
gemma3:12b,100,90,1,0
qwen3:14b,75,66,5,100
qwen3:14b,100,21,0,0
ministral-3:14b,100,40,6,0
qwen3:14b,100,18,5,0
qwen3:14b,100,18,9,0
gemma3:12b,100,10,8,0
ministral-3:14b,75,23,6,0
qwen3:14b,50,37,2,100
ministral-3:14b,100,85,1,0
ministral-3:14b,25,22,1,0
qwen3:14b,100,1,7,0
qwen3:14b,100,36,9,0
qwen3:14b,100,70,7,0
qwen3:14b,100,4,5,0
gemma3:12b,75,57,4,100
gemma3:12b,75,19,5,100
ministral-3:14b,100,54,9,0
gemma3:12b,75,43,2,0
qwen3:14b,75,15,4,0
gemma3:12b,100,0,6,0
ministral-3:14b,50,11,8,0
ministral-3:14b,75,74,5,0
gemma3:12b,100,43,5,100
ministral-3:14b,100,21,9,0
gemma3:12b,10,7,5,0
qwen3:14b,75,7,9,0
ministral-3:14b,75,6,7,0
qwen3:14b,100,16,0,0
gemma3:12b,50,33,4,0
ministral-3:14b,50,34,4,0
qwen3:14b,75,66,4,100
qwen3:14b,100,27,4,0
ministral-3:14b,50,49,6,0
ministral-3:14b,100,31,0,0
ministral-3:14b,75,53,6,0
gemma3:12b,75,15,7,0
gemma3:12b,50,7,7,0
qwen3:14b,100,31,4,100
qwen3:14b,75,14,4,0
gemma3:12b,100,89,6,0
gemma3:12b,100,53,8,0
gemma3:12b,100,60,8,0
qwen3:14b,50,32,6,0
gemma3:12b,25,3,0,0
gemma3:12b,100,4,6,0
gemma3:12b,50,23,1,0
gemma3:12b,100,69,9,0
ministral-3:14b,100,47,0,0
qwen3:14b,75,49,9,0
ministral-3:14b,75,57,9,0
gemma3:12b,50,16,6,0
ministral-3:14b,25,23,5,0
gemma3:12b,50,2,1,0
ministral-3:14b,100,90,1,0
ministral-3:14b,100,37,5,0
ministral-3:14b,100,71,4,0
qwen3:14b,50,49,8,0
ministral-3:14b,50,7,6,0
ministral-3:14b,50,38,0,0
ministral-3:14b,100,90,3,0
ministral-3:14b,75,12,4,0
gemma3:12b,50,21,0,100
ministral-3:14b,75,63,6,0
qwen3:14b,100,48,4,0
qwen3:14b,75,67,5,100
gemma3:12b,10,1,0,0
qwen3:14b,100,2,6,100
gemma3:12b,50,42,7,0
gemma3:12b,25,3,2,100
qwen3:14b,25,11,3,100
ministral-3:14b,75,38,8,0
qwen3:14b,25,1,9,100
gemma3:12b,75,59,4,100
ministral-3:14b,25,24,2,0
ministral-3:14b,100,64,3,0
gemma3:12b,75,26,0,0
ministral-3:14b,50,30,9,0
qwen3:14b,100,30,6,100
gemma3:12b,100,2,1,100
ministral-3:14b,100,8,0,0
gemma3:12b,100,66,0,100
ministral-3:14b,25,17,2,0
gemma3:12b,100,55,8,0
ministral-3:14b,100,48,6,0
qwen3:14b,25,19,0,100
ministral-3:14b,75,20,5,0
gemma3:12b,75,66,6,0
gemma3:12b,75,51,6,0
ministral-3:14b,100,31,6,0
gemma3:12b,100,25,4,100
