nb_users,avg_latency,efficiency_M,avg_req_user
1,17.766019010543822,0.11257446019916083,10.0
10,37.94427897691727,0.5270886821216618,10.0
25,70.25347897338867,0.7117085264765253,10.0
50,111.40558433771133,0.897621071640926,10.0
75,165.8638938179016,0.9043559544350367,10.0
100,206.6722014324665,0.9677160189603595,10.0
