Hardware,FU,F_tot,AP,GWP,CTUe,PM,Epf,Epm,Ept,CTUh-c,CTUh-nc,IR,LU,ODP,POCP,ADPf,ADPe,WU
NVIDIA A100_0,Large scale,2.0,0.9099999999999999,109.8,1690.0,5.21e-06,0.002667,0.0752,0.7941,3.4982e-05,5.199e-06,527.04,5.998,4.7090000000000005e-05,0.2664,1444.0,0.005241,52.8
