nb_users,avg_latency,efficiency_M,avg_req_user
1,25.9936012506485,0.07694201279440274,10.0
10,87.06927744865418,0.2297021473710316,10.0
25,208.07120783615113,0.24030234898897337,10.0
50,368.23287990570066,0.2715672756479775,10.0
75,498.06029344177244,0.3011683564723601,10.0
